global_run_id,area_pyung,run,zone,zone_count,cleaning_type,obstacle_level,zone_area_ratio_pct,zone_area_m2,floor_type,dirt_level,effective_suction_mode,suction_power_w,brush_power_w,pump_power_w,water_supply_power_w,sensor_power_w,wheel_power_w,zone_time_min,battery_capacity_wh,start_soc_pct,zone_soc_used_pct,zone_target_soc_pct,zone_power_w,zone_energy_wh,soc_before_zone_pct,soc_after_zone_pct,zone_progress_pct,run_total_soc_pct,run_total_energy_wh,run_total_time_min,run_end_soc_pct,needs_recharge,charge_count,charge_event_count_in_zone,is_charge_zone,is_first_charge_zone,is_second_charge_zone,first_charge_zone,first_charge_progress_pct,first_charge_cleaned_area_m2,first_charge_remaining_area_m2,first_charge_soc_at_dock_pct,first_charge_target_soc_pct,first_charge_charged_soc_pct,first_charge_time_min,second_charge_zone,second_charge_progress_pct,second_charge_cleaned_area_m2,second_charge_remaining_area_m2,second_charge_soc_at_dock_pct,second_charge_target_soc_pct,second_charge_charged_soc_pct,second_charge_time_min
18평_100,18.0,100,3,4,건식,많음,22.553,11.004,장판/PVC,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,6.719,74.88,80.0,3.405,18.405,22.771,2.55,70.361,66.956,77.038,16.474,12.336,30.461,63.526,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_100,18.0,100,4,4,건식,많음,22.961,11.204,마루/타일,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,6.841,74.88,80.0,3.43,18.43,22.532,2.569,66.956,63.526,100.0,16.474,12.336,30.461,63.526,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_1000,18.0,1000,1,4,물걸레,보통,31.984,15.606,마루/타일,낮음,약,8.0,6.83,0.5,3.0,4.91,2.84,7.58,74.88,80.0,4.39,19.39,26.018,3.287,80.0,75.61,31.984,19.008,14.232,24.088,60.992,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_1000,18.0,1000,2,4,물걸레,보통,17.341,8.461,마루/타일,낮음,약,8.0,6.83,0.5,3.0,4.91,2.84,4.11,74.88,80.0,2.358,17.358,25.766,1.765,75.61,73.252,49.325,19.008,14.232,24.088,60.992,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_1000,18.0,1000,3,4,물걸레,보통,16.408,8.006,고파일 카펫,보통,터보,63.25,9.0,0.5,3.0,4.91,2.84,4.277,74.88,80.0,7.558,22.558,79.387,5.659,73.252,65.694,65.733,19.008,14.232,24.088,60.992,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_1000,18.0,1000,4,4,물걸레,보통,34.267,16.72,마루/타일,낮음,약,8.0,6.83,0.5,3.0,4.91,2.84,8.121,74.88,80.0,4.702,19.702,26.014,3.521,65.694,60.992,100.0,19.008,14.232,24.088,60.992,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_101,18.0,101,1,4,건식,적음,38.149,18.614,현관매트,낮음,중,14.8,6.83,0.0,0.0,4.91,2.84,7.956,74.88,80.0,5.269,20.269,29.759,3.946,80.0,74.731,38.149,11.612,8.696,20.856,68.388,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_101,18.0,101,2,4,건식,적음,17.25,8.417,장판/PVC,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,3.598,74.88,80.0,1.752,16.752,21.879,1.312,74.731,72.979,55.399,11.612,8.696,20.856,68.388,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_101,18.0,101,3,4,건식,적음,21.863,10.667,장판/PVC,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,4.56,74.88,80.0,2.249,17.249,22.158,1.684,72.979,70.73,77.261,11.612,8.696,20.856,68.388,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_101,18.0,101,4,4,건식,적음,22.739,11.095,장판/PVC,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,4.742,74.88,80.0,2.342,17.342,22.193,1.754,70.73,68.388,100.0,11.612,8.696,20.856,68.388,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_102,18.0,102,1,4,물걸레,많음,43.55,21.249,장판/PVC,보통,중,14.8,6.83,0.5,3.0,4.91,2.84,14.273,74.88,80.0,10.34,25.34,32.55,7.743,80.0,69.66,43.549,27.007,20.223,31.586,52.993,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_102,18.0,102,2,4,물걸레,많음,15.958,7.786,마루/타일,낮음,약,8.0,6.83,0.5,3.0,4.91,2.84,4.754,74.88,80.0,2.757,17.757,26.062,2.065,69.66,66.903,59.506,27.007,20.223,31.586,52.993,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_102,18.0,102,3,4,물걸레,많음,16.573,8.087,저파일 러그,보통,강,32.0,6.83,0.5,3.0,4.91,2.84,5.432,74.88,80.0,6.117,21.117,50.589,4.58,66.903,60.786,76.081,27.007,20.223,31.586,52.993,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_102,18.0,102,4,4,물걸레,많음,23.92,11.671,고파일 카펫,낮음,강,32.0,6.83,0.5,3.0,4.91,2.84,7.127,74.88,80.0,7.792,22.792,49.123,5.835,60.786,52.993,100.0,27.007,20.223,31.586,52.993,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_103,18.0,103,1,4,물걸레,보통,22.357,10.909,마루/타일,보통,약,8.0,6.83,0.5,3.0,4.91,2.84,5.828,74.88,80.0,3.407,18.407,26.273,2.552,80.0,76.593,22.357,18.174,13.609,26.07,61.826,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_103,18.0,103,2,4,물걸레,보통,21.176,10.333,장판/PVC,보통,중,14.8,6.83,0.5,3.0,4.91,2.84,5.521,74.88,80.0,4.0,19.0,32.548,2.995,76.593,72.593,43.534,18.174,13.609,26.07,61.826,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_103,18.0,103,3,4,물걸레,보통,25.204,12.298,장판/PVC,보통,중,14.8,6.83,0.5,3.0,4.91,2.84,6.571,74.88,80.0,4.823,19.823,32.981,3.612,72.593,67.769,68.738,18.174,13.609,26.07,61.826,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_103,18.0,103,4,4,물걸레,보통,31.263,15.254,장판/PVC,보통,중,14.8,6.83,0.5,3.0,4.91,2.84,8.15,74.88,80.0,5.943,20.943,32.761,4.45,67.769,61.826,100.0,18.174,13.609,26.07,61.826,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_104,18.0,104,1,4,건식,적음,30.469,14.867,현관매트,보통,강,32.0,6.83,0.0,0.0,4.91,2.84,6.99,74.88,80.0,7.283,22.283,46.815,5.454,80.0,72.717,30.47,15.247,11.417,21.492,64.753,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_104,18.0,104,2,4,건식,적음,18.637,9.093,장판/PVC,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,3.887,74.88,80.0,1.975,16.975,22.83,1.479,72.717,70.742,49.105,15.247,11.417,21.492,64.753,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_104,18.0,104,3,4,건식,적음,20.645,10.073,저파일 러그,낮음,중,14.8,6.83,0.0,0.0,4.91,2.84,4.306,74.88,80.0,2.806,17.806,29.275,2.101,70.742,67.935,69.75,15.247,11.417,21.492,64.753,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_104,18.0,104,4,4,건식,적음,30.25,14.76,장판/PVC,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,6.309,74.88,80.0,3.183,18.183,22.663,2.383,67.935,64.753,100.0,15.247,11.417,21.492,64.753,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_105,18.0,105,1,4,건식,보통,30.864,15.06,장판/PVC,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,7.315,74.88,80.0,3.643,18.643,22.376,2.728,80.0,76.357,30.864,13.455,10.075,23.7,66.545,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_105,18.0,105,2,4,건식,보통,13.626,6.649,현관매트,낮음,중,14.8,6.83,0.0,0.0,4.91,2.84,3.229,74.88,80.0,2.086,17.086,29.024,1.562,76.357,74.272,44.491,13.455,10.075,23.7,66.545,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_105,18.0,105,3,4,건식,보통,20.868,10.182,장판/PVC,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,4.946,74.88,80.0,2.426,17.426,22.042,1.817,74.272,71.845,65.358,13.455,10.075,23.7,66.545,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_105,18.0,105,4,4,건식,보통,34.642,16.903,저파일 러그,낮음,중,14.8,6.83,0.0,0.0,4.91,2.84,8.21,74.88,80.0,5.3,20.3,28.999,3.968,71.845,66.545,100.0,13.455,10.075,23.7,66.545,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_106,18.0,106,1,4,물걸레,적음,15.982,7.798,현관매트,낮음,중,14.8,6.83,0.5,3.0,4.91,2.84,3.333,74.88,80.0,2.45,17.45,33.033,1.835,80.0,77.55,15.981,14.322,10.724,21.63,65.678,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_106,18.0,106,2,4,물걸레,적음,37.125,18.115,장판/PVC,보통,중,14.8,6.83,0.5,3.0,4.91,2.84,8.517,74.88,80.0,6.229,21.229,32.857,4.664,77.55,71.321,53.107,14.322,10.724,21.63,65.678,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_106,18.0,106,3,4,물걸레,적음,32.625,15.919,마루/타일,낮음,약,8.0,6.83,0.5,3.0,4.91,2.84,6.804,74.88,80.0,3.879,18.879,25.608,2.904,71.321,67.442,85.732,14.322,10.724,21.63,65.678,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_106,18.0,106,4,4,물걸레,적음,14.268,6.962,장판/PVC,낮음,약,8.0,6.83,0.5,3.0,4.91,2.84,2.976,74.88,80.0,1.764,16.764,26.633,1.321,67.442,65.678,100.0,14.322,10.724,21.63,65.678,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_107,18.0,107,1,4,물걸레,보통,33.286,16.241,마루/타일,낮음,약,8.0,6.83,0.5,3.0,4.91,2.84,7.889,74.88,80.0,4.577,19.577,26.064,3.427,80.0,75.423,33.286,22.405,16.777,25.63,57.595,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_107,18.0,107,2,4,물걸레,보통,16.335,7.97,장판/PVC,높음,중,14.8,6.83,0.5,3.0,4.91,2.84,4.839,74.88,80.0,3.616,18.616,33.577,2.708,75.423,71.807,49.62,22.405,16.777,25.63,57.595,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_107,18.0,107,3,4,물걸레,보통,16.245,7.926,저파일 러그,높음,터보,63.25,9.0,0.5,3.0,4.91,2.84,4.812,74.88,80.0,8.314,23.314,77.631,6.226,71.807,63.493,65.864,22.405,16.777,25.63,57.595,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_107,18.0,107,4,4,물걸레,보통,34.135,16.656,현관매트,낮음,중,14.8,6.83,0.5,3.0,4.91,2.84,8.09,74.88,80.0,5.898,20.898,32.752,4.416,63.493,57.595,100.0,22.405,16.777,25.63,57.595,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_108,18.0,108,1,4,물걸레,적음,26.224,12.795,장판/PVC,낮음,약,8.0,6.83,0.5,3.0,4.91,2.84,5.469,74.88,80.0,3.169,18.169,26.034,2.373,80.0,76.831,26.224,12.809,9.591,20.856,67.191,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_108,18.0,108,2,4,물걸레,적음,30.347,14.807,장판/PVC,낮음,약,8.0,6.83,0.5,3.0,4.91,2.84,6.329,74.88,80.0,3.641,18.641,25.852,2.727,76.831,73.189,56.571,12.809,9.591,20.856,67.191,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_108,18.0,108,3,4,물걸레,적음,18.899,9.221,장판/PVC,낮음,약,8.0,6.83,0.5,3.0,4.91,2.84,3.942,74.88,80.0,2.244,17.244,25.571,1.68,73.189,70.945,75.469,12.809,9.591,20.856,67.191,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_108,18.0,108,4,4,물걸레,적음,24.531,11.969,저파일 러그,낮음,중,14.8,6.83,0.5,3.0,4.91,2.84,5.116,74.88,80.0,3.754,18.754,32.967,2.811,70.945,67.191,100.0,12.809,9.591,20.856,67.191,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_109,18.0,109,1,4,물걸레,적음,21.097,10.294,장판/PVC,낮음,약,8.0,6.83,0.5,3.0,4.91,2.84,4.4,74.88,80.0,2.522,17.522,25.745,1.888,80.0,77.478,21.097,13.758,10.301,20.856,66.242,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_109,18.0,109,2,4,물걸레,적음,22.748,11.1,현관매트,낮음,중,14.8,6.83,0.5,3.0,4.91,2.84,4.744,74.88,80.0,3.448,18.448,32.656,2.582,77.478,74.03,43.846,13.758,10.301,20.856,66.242,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_109,18.0,109,3,4,물걸레,적음,26.547,12.953,장판/PVC,낮음,약,8.0,6.83,0.5,3.0,4.91,2.84,5.537,74.88,80.0,3.252,18.252,26.386,2.435,74.03,70.778,70.393,13.758,10.301,20.856,66.242,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_109,18.0,109,4,4,물걸레,적음,29.607,14.446,현관매트,낮음,중,14.8,6.83,0.5,3.0,4.91,2.84,6.175,74.88,80.0,4.536,19.536,32.998,3.396,70.778,66.242,100.0,13.758,10.301,20.856,66.242,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_11,18.0,11,1,4,물걸레,보통,27.118,13.232,마루/타일,낮음,약,8.0,6.83,0.5,3.0,4.91,2.84,6.427,74.88,80.0,3.742,18.742,26.158,2.802,80.0,76.258,27.119,24.121,18.061,26.874,55.879,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_11,18.0,11,2,4,물걸레,보통,32.165,15.694,현관매트,보통,강,32.0,6.83,0.5,3.0,4.91,2.84,8.385,74.88,80.0,9.338,24.338,50.032,6.992,76.258,66.92,59.283,24.121,18.061,26.874,55.879,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_11,18.0,11,3,4,물걸레,보통,19.052,9.296,현관매트,높음,강,32.0,6.83,0.5,3.0,4.91,2.84,5.644,74.88,80.0,6.257,21.257,49.805,4.685,66.92,60.663,78.335,24.121,18.061,26.874,55.879,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_11,18.0,11,4,4,물걸레,보통,21.665,10.571,마루/타일,높음,중,14.8,6.83,0.5,3.0,4.91,2.84,6.418,74.88,80.0,4.784,19.784,33.487,3.582,60.663,55.879,100.0,24.121,18.061,26.874,55.879,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_110,18.0,110,1,4,물걸레,보통,30.763,15.01,장판/PVC,낮음,약,8.0,6.83,0.5,3.0,4.91,2.84,7.291,74.88,80.0,4.278,19.278,26.367,3.204,80.0,75.722,30.762,21.69,16.241,24.141,58.31,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_110,18.0,110,2,4,물걸레,보통,32.549,15.882,현관매트,낮음,중,14.8,6.83,0.5,3.0,4.91,2.84,7.714,74.88,80.0,5.575,20.575,32.473,4.175,75.722,70.147,63.311,21.69,16.241,24.141,58.31,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_110,18.0,110,3,4,물걸레,보통,18.065,8.815,저파일 러그,낮음,중,14.8,6.83,0.5,3.0,4.91,2.84,4.281,74.88,80.0,3.126,18.126,32.796,2.34,70.147,67.021,81.377,21.69,16.241,24.141,58.31,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_110,18.0,110,4,4,물걸레,보통,18.623,9.087,고파일 카펫,보통,터보,63.25,9.0,0.5,3.0,4.91,2.84,4.855,74.88,80.0,8.711,23.711,80.601,6.522,67.021,58.31,100.0,21.69,16.241,24.141,58.31,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_111,18.0,111,1,4,물걸레,많음,28.017,13.67,장판/PVC,낮음,약,8.0,6.83,0.5,3.0,4.91,2.84,8.347,74.88,80.0,4.83,19.83,26.0,3.617,80.0,75.17,28.016,25.977,19.451,32.676,54.023,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_111,18.0,111,2,4,물걸레,많음,14.528,7.089,마루/타일,낮음,약,8.0,6.83,0.5,3.0,4.91,2.84,4.328,74.88,80.0,2.573,17.573,26.701,1.926,75.17,72.597,42.544,25.977,19.451,32.676,54.023,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18평_111,18.0,111,3,4,물걸레,많음,31.237,15.242,현관매트,보통,강,32.0,6.83,0.5,3.0,4.91,2.84,10.237,74.88,80.0,11.281,26.281,49.509,8.447,72.597,61.316,73.782,25.977,19.451,32.676,54.023,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
